"Index","Collisions"
"3617","1755"
"3618","1733"
"3619","1748"
"3620","1667"
"3621","1652"
"3622","1664"
"3623","1680"
"3624","1663"
"3625","1703"
"3626","1613"
"3627","1708"
"3628","1642"
"3629","1586"
"3630","1700"
"3631","1691"
"3632","1866"
"3633","1664"
"3634","1583"
"3635","1786"
"3636","1818"
"3637","1776"
"3638","1683"
"3639","1643"
"3640","1690"
"3641","1647"
"3642","1667"
"3643","1635"
"3644","1626"
"3645","1689"
"3646","1640"
"3647","1654"
"3648","3080"
"3649","1631"
"3650","1646"
"3651","1732"
"3652","1691"
"3653","1614"
"3654","1753"
"3655","1730"
"3656","1728"
"3657","1720"
"3658","1731"
"3659","1696"
"3660","1652"
"3661","1662"
"3662","1632"
"3663","1662"
"3664","1835"
"3665","1676"
"3666","1679"
"3667","1670"
"3668","1633"
"3669","1692"
"3670","1697"
"3671","1638"
"3672","1725"
"3673","1660"
"3674","1627"
"3675","1691"
"3676","1722"
"3677","1643"
"3678","1673"
"3679","1620"
"3680","2253"
"3681","1623"
"3682","1702"
"3683","1675"
"3684","1648"
"3685","1723"
"3686","1704"
"3687","1644"
"3688","1665"
"3689","1702"
"3690","1686"
"3691","1686"
"3692","1654"
"3693","1662"
"3694","1703"
"3695","1628"
"3696","1836"
"3697","1674"
"3698","1658"
"3699","1762"
"3700","1633"
"3701","1675"
"3702","1634"
"3703","1679"
"3704","1726"
"3705","1599"
"3706","1654"
"3707","1691"
"3708","1647"
"3709","1695"
"3710","1811"
"3711","1674"
"3712","3800"
"3713","1730"
"3714","1660"
"3715","1678"
"3716","1656"
"3717","1729"
"3718","1708"
"3719","1628"
"3720","1703"
"3721","1639"
"3722","1611"
"3723","1688"
"3724","1600"
"3725","1723"
"3726","1683"
"3727","1693"
"3728","1873"
"3729","1680"
"3730","1652"
"3731","1664"
"3732","1674"
"3733","1651"
"3734","1682"
"3735","1674"
"3736","1722"
"3737","1691"
"3738","1679"
"3739","1651"
"3740","1651"
"3741","1668"
"3742","1586"
"3743","1667"
"3744","2251"
"3745","1704"
"3746","1706"
"3747","1634"
"3748","1717"
"3749","1652"
"3750","1623"
"3751","1658"
"3752","1742"
"3753","1667"
"3754","1693"
"3755","1629"
"3756","1652"
"3757","1685"
"3758","1700"
"3759","1638"
"3760","1805"
"3761","1691"
"3762","1604"
"3763","1657"
"3764","1639"
"3765","1634"
"3766","1653"
"3767","1731"
"3768","1621"
"3769","1622"
"3770","1637"
"3771","1691"
"3772","1678"
"3773","1574"
"3774","1663"
"3775","1666"
"3776","3040"
"3777","1706"
"3778","1682"
"3779","1679"
"3780","1674"
"3781","1829"
"3782","1648"
"3783","1680"
"3784","1715"
"3785","1655"
"3786","1720"
"3787","1650"
"3788","1676"
"3789","1645"
"3790","1643"
"3791","1642"
"3792","1974"
"3793","1743"
"3794","1731"
"3795","1659"
"3796","1692"
"3797","1648"
"3798","1696"
"3799","1667"
"3800","1667"
"3801","1672"
"3802","1690"
"3803","1688"
"3804","1703"
"3805","1664"
"3806","1634"
"3807","1717"
"3808","2476"
"3809","1949"
"3810","1968"
"3811","1768"
"3812","1693"
"3813","1679"
"3814","1632"
"3815","1609"
"3816","1716"
"3817","1698"
"3818","1704"
"3819","1719"
"3820","1683"
"3821","1669"
"3822","1683"
"3823","1654"
"3824","1874"
"3825","1689"
"3826","1784"
"3827","1752"
"3828","1705"
"3829","1749"
"3830","1681"
"3831","1590"
"3832","1662"
"3833","1627"
"3834","1757"
"3835","1588"
"3836","1661"
"3837","1707"
"3838","1665"
"3839","1641"
"3840","5588"
"3841","1687"
"3842","1670"
"3843","1632"
"3844","1610"
"3845","1709"
"3846","1707"
"3847","1684"
"3848","1648"
"3849","1618"
"3850","1647"
"3851","1673"
"3852","1690"
"3853","1660"
"3854","1731"
"3855","1612"
"3856","1841"
"3857","1695"
"3858","1683"
"3859","1665"
"3860","1714"
"3861","1610"
"3862","1645"
"3863","1635"
"3864","1731"
"3865","1704"
"3866","1733"
"3867","1675"
"3868","1671"
"3869","1648"
"3870","1674"
"3871","1635"
"3872","2308"
"3873","1641"
"3874","1710"
"3875","1741"
"3876","1676"
"3877","1700"
"3878","1730"
"3879","1614"
"3880","1674"
"3881","1685"
"3882","1656"
"3883","1712"
"3884","1694"
"3885","1733"
"3886","1689"
"3887","1714"
"3888","1898"
"3889","1674"
"3890","1719"
"3891","1636"
"3892","1589"
"3893","1658"
"3894","1719"
"3895","1695"
"3896","1660"
"3897","1689"
"3898","1647"
"3899","1673"
"3900","1595"
"3901","1726"
"3902","1657"
"3903","1681"
"3904","3043"
"3905","1642"
"3906","1656"
"3907","1661"
"3908","1706"
"3909","1658"
"3910","1664"
"3911","1729"
"3912","1607"
"3913","1704"
"3914","1694"
"3915","1688"
"3916","1727"
"3917","1704"
"3918","1681"
"3919","1614"
"3920","1887"
"3921","1711"
"3922","1719"
"3923","1663"
"3924","1677"
"3925","1644"
"3926","1672"
"3927","1718"
"3928","1694"
"3929","1631"
"3930","1692"
"3931","1706"
"3932","1694"
"3933","1672"
"3934","1678"
"3935","1661"
"3936","2247"
"3937","1674"
"3938","1662"
"3939","1681"
"3940","1626"
"3941","1643"
"3942","1657"
"3943","1590"
"3944","1662"
"3945","1687"
"3946","1668"
"3947","1617"
"3948","1682"
"3949","1684"
"3950","1647"
"3951","1671"
"3952","1855"
"3953","1749"
"3954","1614"
"3955","1677"
"3956","1688"
"3957","1666"
"3958","1723"
"3959","1702"
"3960","1639"
"3961","1677"
"3962","1704"
"3963","1588"
"3964","1674"
"3965","1678"
"3966","1679"
"3967","1614"
"3968","3869"
"3969","1715"
"3970","1644"
"3971","1656"
"3972","1699"
"3973","1649"
"3974","1671"
"3975","1676"
"3976","1693"
"3977","1654"
"3978","1699"
"3979","1644"
"3980","1877"
"3981","1704"
"3982","1694"
"3983","1671"
"3984","1887"
"3985","1708"
"3986","1703"
"3987","1650"
"3988","1596"
"3989","1677"
"3990","1664"
"3991","1660"
"3992","1659"
"3993","1720"
"3994","1689"
"3995","1633"
"3996","1705"
"3997","1710"
"3998","1807"
"3999","1720"
"4000","2539"
"4001","1788"
"4002","1686"
"4003","1662"
"4004","1703"
"4005","1654"
"4006","1693"
"4007","1827"
"4008","1730"
"4009","1687"
"4010","1705"
"4011","1653"
"4012","1737"
"4013","1614"
"4014","1635"
"4015","1725"
"4016","1809"
"4017","1659"
"4018","1710"
"4019","1627"
"4020","1659"
"4021","1625"
"4022","1688"
"4023","1709"
"4024","1676"
"4025","1648"
"4026","1659"
"4027","1657"
"4028","1647"
"4029","1634"
"4030","1615"
"4031","1700"
"4032","3038"
"4033","1654"
"4034","1679"
"4035","1685"
"4036","1630"
"4037","1804"
"4038","1753"
"4039","1682"
"4040","1724"
"4041","1717"
"4042","1667"
"4043","1688"
"4044","1713"
"4045","1635"
"4046","1646"
"4047","1638"
"4048","1819"
"4049","1654"
"4050","1672"
"4051","1661"
"4052","1702"
"4053","1679"
"4054","1681"
"4055","1686"
"4056","1699"
"4057","1691"
"4058","1631"
"4059","1629"
"4060","1594"
"4061","1686"
"4062","1679"
"4063","1629"
"4064","2257"
"4065","1684"
"4066","1711"
"4067","1652"
"4068","1632"
"4069","1657"
"4070","1737"
"4071","1646"
"4072","1652"
"4073","1671"
"4074","1674"
"4075","1664"
"4076","1657"
"4077","1670"
"4078","1682"
"4079","1708"
"4080","1763"
"4081","1680"
"4082","1619"
"4083","1677"
"4084","1625"
"4085","1680"
"4086","1654"
"4087","1673"
"4088","1673"
"4089","1666"
"4090","1732"
"4091","1636"
"4092","1691"
"4093","1658"
"4094","1652"
"4095","1659"
"4096","7959"
"4097","1615"
"4098","1663"
"4099","1680"
"4100","1650"
"4101","1718"
"4102","1749"
"4103","1675"
"4104","1673"
"4105","1654"
"4106","1589"
"4107","1651"
"4108","1603"
"4109","1669"
"4110","1669"
"4111","1613"
"4112","1852"
"4113","1678"
"4114","1672"
"4115","1693"
"4116","1740"
"4117","1623"
"4118","1709"
"4119","1623"
"4120","1734"
"4121","1640"
"4122","1619"
"4123","1632"
"4124","1658"
"4125","1641"
"4126","1643"
"4127","1632"
"4128","2255"
"4129","1666"
"4130","1660"
"4131","1663"
"4132","1695"
"4133","1664"
"4134","1605"
"4135","1637"
"4136","1679"
"4137","1672"
"4138","1687"
"4139","1687"
"4140","1633"
"4141","1711"
"4142","1648"
"4143","1677"
"4144","1877"
"4145","1553"
"4146","1712"
"4147","1684"
"4148","1660"
"4149","1644"
"4150","1704"
"4151","1679"
"4152","1716"
"4153","1681"
"4154","1730"
"4155","1692"
"4156","1676"
"4157","1717"
"4158","1614"
"4159","1667"
"4160","3034"
"4161","1661"
"4162","1712"
"4163","1607"
"4164","1668"
"4165","1628"
"4166","1741"
"4167","1704"
"4168","1722"
"4169","1699"
"4170","1812"
"4171","1628"
"4172","1644"
"4173","1666"
"4174","1733"
"4175","1646"
"4176","1912"
"4177","1692"
"4178","1745"
"4179","1893"
"4180","1702"
"4181","1716"
"4182","1660"
"4183","1683"
"4184","1574"
"4185","1667"
"4186","1687"
"4187","1649"
"4188","1667"
"4189","1666"
"4190","1681"
"4191","1650"
"4192","2233"
"4193","1642"
"4194","1694"
"4195","1718"
"4196","1737"
"4197","1681"
"4198","1619"
"4199","1639"
"4200","1670"
"4201","1629"
"4202","1676"
"4203","1718"
"4204","1717"
"4205","1594"
"4206","1676"
"4207","1657"
"4208","1790"
"4209","1639"
"4210","1757"
"4211","1669"
"4212","1612"
"4213","1637"
"4214","1653"
"4215","1737"
"4216","1757"
"4217","1727"
"4218","1679"
"4219","1708"
"4220","1726"
"4221","1716"
"4222","1657"
"4223","1640"
"4224","3844"
"4225","1670"
"4226","1628"
"4227","1679"
"4228","1670"
"4229","1670"
"4230","1675"
"4231","1644"
"4232","1706"
"4233","1654"
"4234","1611"
"4235","1677"
"4236","1664"
"4237","1646"
"4238","1692"
"4239","1675"
"4240","1804"
"4241","1719"
"4242","1701"
"4243","1664"
"4244","1691"
"4245","1644"
"4246","1580"
"4247","1668"
"4248","1722"
"4249","1657"
"4250","1719"
"4251","1694"
"4252","1636"
"4253","1678"
"4254","1653"
"4255","1671"
"4256","2224"
"4257","1649"
"4258","1662"
"4259","1692"
"4260","1738"
"4261","1722"
"4262","1688"
"4263","1690"
"4264","1684"
"4265","1638"
"4266","1627"
"4267","1725"
"4268","1679"
"4269","1637"
"4270","1700"
"4271","1642"
"4272","1881"
"4273","1651"
"4274","1653"
"4275","1750"
"4276","1655"
"4277","1618"
"4278","1633"
"4279","1630"
"4280","1719"
"4281","1644"
"4282","1541"
"4283","1649"
"4284","1701"
"4285","1625"
"4286","1705"
"4287","1660"
"4288","3167"
"4289","1670"
"4290","1727"
"4291","1602"
"4292","1675"
"4293","1632"
"4294","1726"
"4295","1685"
"4296","1658"
"4297","1650"
"4298","1685"
"4299","1696"
"4300","1645"
"4301","1623"
"4302","1664"
"4303","1637"
"4304","1830"
"4305","1715"
"4306","1656"
"4307","1723"
"4308","1672"
"4309","1657"
"4310","1670"
"4311","1704"
"4312","1645"
"4313","1618"
"4314","1674"
"4315","1600"
"4316","1644"
"4317","1753"
"4318","1694"
"4319","1696"
"4320","2241"
"4321","1700"
"4322","1652"
"4323","1653"
"4324","1677"
"4325","1677"
"4326","1695"
"4327","1673"
"4328","1657"
"4329","1639"
"4330","1661"
"4331","1697"
"4332","1706"
"4333","1648"
"4334","1679"
"4335","1623"
"4336","1891"
"4337","1698"
"4338","1743"
"4339","1619"
"4340","1640"
"4341","1627"
"4342","1667"
"4343","1622"
"4344","1723"
"4345","1717"
"4346","1663"
"4347","1666"
"4348","1638"
"4349","1675"
"4350","1697"
"4351","1703"
"4352","5485"
"4353","1634"
"4354","1654"
"4355","1759"
"4356","1671"
"4357","1663"
"4358","1633"
"4359","1672"
"4360","1627"
"4361","1657"
"4362","1667"
"4363","1668"
"4364","1680"
"4365","1654"
"4366","1662"
"4367","1688"
"4368","1814"
"4369","1613"
"4370","1624"
"4371","1658"
"4372","1735"
"4373","1668"
"4374","1639"
"4375","1590"
"4376","1719"
"4377","1712"
"4378","1787"
"4379","1639"
"4380","1634"
"4381","1677"
"4382","1572"
"4383","1602"
"4384","2237"
"4385","1669"
"4386","1670"
"4387","1646"
"4388","1620"
"4389","1610"
"4390","1699"
"4391","1712"
"4392","1561"
"4393","1600"
"4394","1624"
"4395","1639"
"4396","1637"
"4397","1668"
"4398","1647"
"4399","1640"
"4400","1869"
"4401","1636"
"4402","1621"
"4403","1623"
"4404","1722"
"4405","1669"
"4406","1699"
"4407","1726"
"4408","1648"
"4409","1694"
"4410","1720"
"4411","1621"
"4412","1684"
"4413","1708"
"4414","1555"
"4415","1663"
"4416","3037"
"4417","1718"
"4418","1710"
"4419","1611"
"4420","1720"
"4421","1730"
"4422","1645"
"4423","1611"
"4424","1630"
"4425","1652"
"4426","1662"
"4427","1617"
"4428","1629"
"4429","1649"
"4430","1637"
"4431","1657"
"4432","1859"
"4433","1578"
"4434","1664"
"4435","1621"
"4436","1591"
"4437","1676"
"4438","1691"
"4439","1820"
"4440","1767"
"4441","1768"
"4442","1871"
"4443","2027"
"4444","2243"
"4445","2090"
"4446","1928"
"4447","1902"
"4448","2354"
"4449","1681"
"4450","1745"
"4451","1740"
"4452","1655"
"4453","1691"
"4454","1624"
"4455","1666"
"4456","1695"
"4457","1656"
"4458","1729"
"4459","1654"
"4460","1653"
"4461","1686"
"4462","1711"
"4463","1678"
"4464","1836"
"4465","1637"
"4466","1675"
"4467","1626"
"4468","1669"
"4469","1671"
"4470","1625"
"4471","1645"
"4472","1650"
"4473","1616"
"4474","1641"
"4475","1651"
"4476","1647"
"4477","1615"
"4478","1706"
"4479","1630"
"4480","3826"
"4481","1666"
"4482","1651"
"4483","1626"
"4484","1706"
"4485","1693"
"4486","1648"
"4487","1687"
"4488","1662"
"4489","1673"
"4490","1589"
"4491","1650"
"4492","1692"
"4493","1613"
"4494","1638"
"4495","1644"
"4496","1866"
"4497","1636"
"4498","1666"
"4499","1698"
"4500","1674"
"4501","1724"
"4502","1689"
"4503","1691"
"4504","1707"
"4505","1657"
"4506","1650"
"4507","1652"
"4508","1647"
"4509","1707"
"4510","1654"
"4511","1653"
"4512","2257"
"4513","1660"
"4514","1668"
"4515","1638"
"4516","1698"
"4517","1684"
"4518","1724"
"4519","1688"
"4520","1621"
"4521","1614"
"4522","1603"
"4523","1681"
"4524","1678"
"4525","1709"
"4526","1638"
"4527","1604"
"4528","1823"
"4529","1666"
"4530","1628"
"4531","1650"
"4532","1606"
"4533","1695"
"4534","1648"
"4535","1672"
"4536","1760"
"4537","1651"
"4538","1640"
"4539","1714"
"4540","1625"
"4541","1638"
"4542","1652"
"4543","1628"
"4544","3010"
"4545","1643"
"4546","1642"
"4547","1652"
"4548","1670"
"4549","1669"
"4550","1671"
"4551","1728"
"4552","1658"
"4553","1623"
"4554","1679"
"4555","1631"
"4556","1716"
"4557","1658"
"4558","1643"
"4559","1662"
"4560","1862"
"4561","1679"
"4562","1679"
"4563","1659"
"4564","1687"
"4565","1629"
"4566","1653"
"4567","1699"
"4568","1587"
"4569","1682"
"4570","1607"
"4571","1614"
"4572","1691"
"4573","1618"
"4574","1636"
"4575","1596"
"4576","2270"
"4577","1778"
"4578","1642"
"4579","1707"
"4580","1687"
"4581","1572"
"4582","1671"
"4583","1637"
"4584","1638"
"4585","1705"
"4586","1650"
"4587","1632"
"4588","1654"
"4589","1654"
"4590","1604"
"4591","1675"
"4592","1858"
"4593","1666"
"4594","1650"
"4595","1667"
"4596","1648"
"4597","1710"
"4598","1667"
"4599","1666"
"4600","1666"
"4601","1654"
"4602","1741"
"4603","1694"
"4604","1705"
"4605","1602"
"4606","1629"
"4607","1657"
"4608","5547"
"4609","1654"
"4610","1718"
"4611","1668"
"4612","1678"
"4613","1603"
"4614","1587"
"4615","1644"
"4616","1611"
"4617","1651"
"4618","1698"
"4619","1658"
"4620","1653"
"4621","1631"
"4622","1594"
"4623","1659"
"4624","1869"
"4625","1682"
"4626","1730"
"4627","1654"
"4628","1673"
"4629","1659"
"4630","1664"
"4631","1650"
"4632","1643"
"4633","1694"
"4634","1649"
"4635","1696"
"4636","1671"
"4637","1634"
"4638","1635"
"4639","1630"
"4640","2182"
"4641","1701"
"4642","1689"
"4643","1651"
"4644","1596"
"4645","1632"
"4646","1694"
"4647","1692"
"4648","1721"
"4649","1627"
"4650","1653"
"4651","1615"
"4652","1659"
"4653","1672"
"4654","1652"
"4655","1583"
"4656","1863"
"4657","1696"
"4658","1693"
"4659","1713"
"4660","1717"
"4661","1679"
"4662","1658"
"4663","1668"
"4664","1661"
"4665","1633"
"4666","1643"
"4667","1681"
"4668","1695"
"4669","1635"
"4670","1656"
"4671","1670"
"4672","3068"
"4673","1692"
"4674","1593"
"4675","1608"
"4676","1726"
"4677","1665"
"4678","1645"
"4679","1663"
"4680","1625"
"4681","1697"
"4682","1644"
"4683","1631"
"4684","1654"
"4685","1663"
"4686","1622"
"4687","1616"
"4688","1851"
"4689","1675"
"4690","1657"
"4691","1610"
"4692","1591"
"4693","1693"
"4694","1679"
"4695","1651"
"4696","1619"
"4697","1632"
"4698","1664"
"4699","1636"
"4700","1599"
"4701","1719"
"4702","1709"
"4703","1683"
"4704","2273"
"4705","1696"
"4706","1744"
"4707","1623"
"4708","1639"
"4709","1616"
"4710","1664"
"4711","1676"
"4712","1693"
"4713","1654"
"4714","1719"
"4715","1653"
"4716","1631"
"4717","1599"
"4718","1600"
"4719","1635"
"4720","1798"
"4721","1639"
"4722","1697"
"4723","1682"
"4724","1705"
"4725","1630"
"4726","1683"
"4727","1577"
"4728","1617"
"4729","1653"
"4730","1647"
"4731","1714"
"4732","1674"
"4733","1640"
"4734","1602"
"4735","1670"
"4736","3858"
"4737","1611"
"4738","1667"
"4739","1667"
"4740","1577"
"4741","1629"
"4742","1676"
"4743","1674"
"4744","1697"
"4745","1700"
"4746","1641"
"4747","1661"
"4748","1624"
"4749","1679"
"4750","1698"
"4751","1641"
"4752","1929"
"4753","1674"
"4754","1722"
"4755","1580"
"4756","1579"
"4757","1637"
"4758","1687"
"4759","1655"
"4760","1726"
"4761","1696"
"4762","1750"
"4763","1705"
"4764","1637"
"4765","1659"
"4766","1623"
"4767","1685"
"4768","2271"
"4769","1659"
"4770","1672"
"4771","1629"
"4772","1676"
"4773","1651"
"4774","1634"
"4775","1704"
"4776","1836"
"4777","1704"
"4778","1673"
"4779","1673"
"4780","1625"
"4781","1626"
"4782","1622"
"4783","1670"
"4784","1876"
"4785","1636"
"4786","1688"
"4787","1653"
"4788","1640"
"4789","1636"
"4790","1618"
"4791","1621"
"4792","1652"
"4793","1609"
"4794","1665"
"4795","1672"
"4796","1666"
"4797","1638"
"4798","1657"
"4799","1671"
"4800","3010"
"4801","1603"
"4802","1719"
"4803","1644"
"4804","1644"
"4805","1706"
"4806","1652"
"4807","1644"
"4808","1663"
"4809","1690"
"4810","1674"
"4811","1659"
"4812","1692"
"4813","1578"
"4814","1659"
"4815","1669"
"4816","1859"
"4817","1618"
"4818","1706"
"4819","1637"
"4820","1621"
"4821","1630"
"4822","1622"
"4823","1644"
"4824","1689"
"4825","1691"
"4826","1703"
"4827","1661"
"4828","1656"
"4829","1656"
"4830","1621"
"4831","1657"
"4832","2274"
"4833","1604"
"4834","1665"
"4835","1653"
"4836","1649"
"4837","1643"
"4838","1655"
"4839","1640"
"4840","1626"
"4841","1629"
"4842","1680"
"4843","1625"
"4844","1660"
"4845","1683"
"4846","1646"
"4847","1648"
"4848","2003"
"4849","1790"
"4850","1680"
"4851","1664"
"4852","1658"
"4853","1657"
"4854","1688"
"4855","1652"
"4856","1652"
"4857","1655"
"4858","1690"
"4859","1644"
"4860","1688"
"4861","1654"
"4862","1680"
"4863","1693"
"4864","5567"
"4865","1676"
"4866","1621"
"4867","1651"
"4868","1666"
"4869","1611"
"4870","1628"
"4871","1655"
"4872","1661"
"4873","1621"
"4874","1668"
"4875","1658"
"4876","1670"
"4877","1641"
"4878","1632"
"4879","1664"
"4880","1864"
"4881","1627"
"4882","1718"
"4883","1643"
"4884","1635"
"4885","1658"
"4886","1661"
"4887","1689"
"4888","1665"
"4889","1658"
"4890","1668"
"4891","1674"
"4892","1627"
"4893","1644"
"4894","1660"
"4895","1660"
"4896","2239"
"4897","1661"
"4898","1685"
"4899","1686"
"4900","1601"
"4901","1668"
"4902","1661"
"4903","1695"
"4904","1613"
"4905","1690"
"4906","1672"
"4907","1632"
"4908","1694"
"4909","1664"
"4910","1664"
"4911","1605"
"4912","1854"
"4913","1692"
"4914","1619"
"4915","1636"
"4916","1599"
"4917","1684"
"4918","1673"
"4919","1617"
"4920","1668"
"4921","1591"
"4922","1595"
"4923","1661"
"4924","1629"
"4925","1716"
"4926","1691"
"4927","1665"
"4928","3005"
"4929","1721"
"4930","1665"
"4931","1649"
"4932","1634"
"4933","1654"
"4934","1697"
"4935","1669"
"4936","1759"
"4937","1623"
"4938","1651"
"4939","1653"
"4940","1717"
"4941","1652"
"4942","1689"
"4943","1630"
"4944","1885"
"4945","1624"
"4946","1704"
"4947","1686"
"4948","1606"
"4949","1684"
"4950","1652"
"4951","1687"
"4952","1626"
"4953","1605"
"4954","1674"
"4955","1612"
"4956","1694"
"4957","1606"
"4958","1614"
"4959","1679"
"4960","2260"
"4961","1620"
"4962","1617"
"4963","1655"
"4964","1621"
"4965","1687"
"4966","1619"
"4967","1698"
"4968","1687"
"4969","1634"
"4970","1654"
"4971","1605"
"4972","1656"
"4973","1655"
"4974","1661"
"4975","1721"
"4976","1936"
"4977","1654"
"4978","1648"
"4979","1598"
"4980","1694"
"4981","1694"
"4982","1641"
"4983","1657"
"4984","1743"
"4985","1694"
"4986","1643"
"4987","1697"
"4988","1691"
"4989","1645"
"4990","1690"
"4991","1684"
"4992","3848"
"4993","1723"
"4994","1623"
"4995","1670"
"4996","1647"
"4997","1662"
"4998","1775"
"4999","1818"
"5000","1931"
"5001","1713"
"5002","1696"
"5003","1620"
"5004","1675"
"5005","1614"
"5006","1667"
"5007","1639"
"5008","1825"
"5009","1663"
"5010","1679"
"5011","1626"
"5012","1666"
"5013","1692"
"5014","1588"
"5015","1684"
"5016","1728"
"5017","1566"
"5018","1622"
"5019","1664"
"5020","1619"
"5021","1646"
"5022","1676"
"5023","1636"
"5024","2241"
"5025","1706"
"5026","1610"
"5027","1614"
"5028","1675"
"5029","1644"
"5030","1684"
"5031","1707"
"5032","1731"
"5033","1633"
"5034","1696"
"5035","1658"
"5036","1663"
"5037","1629"
"5038","1609"
"5039","1637"
"5040","1796"
"5041","1614"
"5042","1654"
"5043","1662"
"5044","1688"
"5045","1612"
"5046","1645"
"5047","1719"
"5048","1711"
"5049","1682"
"5050","1674"
"5051","1611"
"5052","1671"
"5053","1653"
"5054","1680"
"5055","1622"
"5056","3022"
"5057","1671"
"5058","1659"
"5059","1629"
"5060","1655"
"5061","1627"
"5062","1624"
"5063","1667"
"5064","1642"
"5065","1650"
"5066","1677"
"5067","1631"
"5068","1658"
"5069","1681"
"5070","1661"
"5071","1693"
"5072","1807"
"5073","1674"
"5074","1663"
"5075","1683"
"5076","1669"
"5077","1599"
"5078","1596"
"5079","1652"
"5080","1698"
"5081","1630"
"5082","1672"
"5083","1620"
"5084","1667"
"5085","1705"
"5086","1649"
"5087","1659"
"5088","2231"
"5089","1641"
"5090","1619"
"5091","1604"
"5092","1707"
"5093","1669"
"5094","1700"
"5095","1660"
"5096","1721"
"5097","1698"
"5098","1671"
"5099","1651"
"5100","1617"
"5101","1666"
"5102","1655"
"5103","1637"
"5104","1893"
"5105","1612"
"5106","1688"
"5107","1607"
"5108","1741"
"5109","1696"
"5110","1685"
"5111","1651"
"5112","1642"
"5113","1675"
"5114","1654"
"5115","1707"
"5116","1668"
"5117","1660"
"5118","1626"
"5119","1653"
"5120","6746"
"5121","1674"
"5122","1696"
"5123","1657"
"5124","1575"
"5125","1640"
"5126","1660"
"5127","1742"
"5128","1773"
"5129","1752"
"5130","1637"
"5131","1668"
"5132","1630"
"5133","1643"
"5134","1675"
"5135","1618"
"5136","1861"
"5137","1674"
"5138","1672"
"5139","1674"
"5140","1648"
"5141","1614"
"5142","1662"
"5143","1665"
"5144","1646"
"5145","1650"
"5146","1710"
"5147","1670"
"5148","1646"
"5149","1669"
"5150","1649"
"5151","1668"
"5152","2237"
"5153","1645"
"5154","1630"
"5155","1682"
"5156","1678"
"5157","1622"
"5158","1636"
"5159","1669"
"5160","1671"
"5161","1684"
"5162","1650"
"5163","1652"
"5164","1757"
"5165","1708"
"5166","1641"
"5167","1660"
"5168","1811"
"5169","1665"
"5170","1673"
"5171","1633"
"5172","1661"
"5173","1633"
"5174","1732"
"5175","1678"
"5176","1677"
"5177","1674"
"5178","1669"
"5179","1700"
"5180","1700"
"5181","1640"
"5182","1640"
"5183","1694"
"5184","3038"
"5185","1692"
"5186","1717"
"5187","1651"
"5188","1595"
"5189","1677"
"5190","1626"
"5191","1625"
"5192","1712"
"5193","1623"
"5194","1695"
"5195","1722"
"5196","1643"
"5197","1640"
"5198","1715"
"5199","1669"
"5200","1827"
"5201","1644"
"5202","1698"
"5203","1656"
"5204","1722"
"5205","1645"
"5206","1717"
"5207","1733"
"5208","1661"
"5209","1652"
"5210","1688"
"5211","1656"
"5212","1675"
"5213","1668"
"5214","1647"
"5215","1624"
"5216","2255"
"5217","1629"
"5218","1646"
"5219","1655"
"5220","1646"
"5221","1674"
"5222","1701"
"5223","1661"
"5224","1660"
"5225","1641"
"5226","1710"
"5227","1642"
"5228","1650"
"5229","1670"
"5230","1727"
"5231","1665"
"5232","1842"
"5233","1690"
"5234","1635"
"5235","1650"
"5236","1672"
"5237","1621"
"5238","1612"
"5239","1686"
"5240","1686"
"5241","1678"
"5242","1768"
"5243","1592"
"5244","1706"
"5245","1701"
"5246","1642"
"5247","1691"
"5248","3873"
"5249","1625"
"5250","1610"
"5251","1627"
"5252","1628"
"5253","1633"
"5254","1692"
"5255","1675"
"5256","1643"
"5257","1662"
"5258","1688"
"5259","1591"
"5260","1659"
"5261","1615"
"5262","1619"
"5263","1696"
"5264","1848"
"5265","1698"
"5266","1768"
"5267","1635"
"5268","1679"
"5269","1639"
"5270","1636"
"5271","1652"
"5272","1588"
"5273","1652"
"5274","1632"
"5275","1660"
"5276","1670"
"5277","1636"
"5278","1678"
"5279","1637"
"5280","2230"
"5281","1629"
"5282","1666"
"5283","1651"
"5284","1649"
"5285","1684"
"5286","1613"
"5287","1616"
"5288","1675"
"5289","1601"
"5290","1710"
"5291","1623"
"5292","1630"
"5293","1675"
"5294","1682"
"5295","1633"
"5296","1836"
"5297","1649"
"5298","1648"
"5299","1633"
"5300","1644"
"5301","1663"
"5302","1623"
"5303","1709"
"5304","1680"
"5305","1647"
"5306","1679"
"5307","1669"
"5308","1650"
"5309","1688"
"5310","1705"
"5311","1701"
"5312","3052"
"5313","1589"
"5314","1626"
"5315","1654"
"5316","1662"
"5317","1662"
"5318","1689"
"5319","1609"
"5320","1609"
"5321","1623"
"5322","1644"
"5323","1652"
"5324","1622"
"5325","1596"
"5326","1639"
"5327","1693"
"5328","1867"
"5329","1658"
"5330","1719"
"5331","1811"
"5332","1860"
"5333","2039"
"5334","2062"
"5335","1958"
"5336","1701"
"5337","1700"
"5338","1671"
"5339","1679"
"5340","1662"
"5341","1619"
"5342","1647"
"5343","1582"
"5344","2228"
"5345","1605"
"5346","1677"
"5347","1673"
"5348","1711"
"5349","1608"
"5350","1613"
"5351","1708"
"5352","1654"
"5353","1605"
"5354","1670"
"5355","1677"
"5356","1714"
"5357","1652"
"5358","1643"
"5359","1687"
"5360","1907"
"5361","1671"
"5362","1642"
"5363","1693"
"5364","1681"
