"Index","Collisions"
"1869","1729"
"1870","1700"
"1871","1629"
"1872","1860"
"1873","1699"
"1874","1660"
"1875","1690"
"1876","1676"
"1877","1702"
"1878","1704"
"1879","1678"
"1880","1671"
"1881","1656"
"1882","1679"
"1883","1672"
"1884","1713"
"1885","1634"
"1886","1731"
"1887","1682"
"1888","2186"
"1889","1723"
"1890","1709"
"1891","1665"
"1892","1698"
"1893","1698"
"1894","1668"
"1895","1681"
"1896","1607"
"1897","1695"
"1898","1635"
"1899","1666"
"1900","1647"
"1901","1688"
"1902","1709"
"1903","1747"
"1904","1995"
"1905","2038"
"1906","1842"
"1907","1774"
"1908","1626"
"1909","1635"
"1910","1725"
"1911","1603"
"1912","1715"
"1913","1685"
"1914","1665"
"1915","1687"
"1916","1689"
"1917","1624"
"1918","1646"
"1919","1692"
"1920","3846"
"1921","1599"
"1922","1686"
"1923","1671"
"1924","1655"
"1925","1688"
"1926","1609"
"1927","1711"
"1928","1676"
"1929","1664"
"1930","1651"
"1931","1623"
"1932","1682"
"1933","1694"
"1934","1633"
"1935","1609"
"1936","1881"
"1937","1652"
"1938","1630"
"1939","1671"
"1940","1681"
"1941","1599"
"1942","1630"
"1943","1739"
"1944","1667"
"1945","1631"
"1946","1665"
"1947","1671"
"1948","1648"
"1949","1750"
"1950","1752"
"1951","1647"
"1952","2265"
"1953","1700"
"1954","1749"
"1955","1632"
"1956","1689"
"1957","1705"
"1958","1702"
"1959","1738"
"1960","1680"
"1961","1731"
"1962","1734"
"1963","1703"
"1964","1619"
"1965","1671"
"1966","1663"
"1967","1673"
"1968","1819"
"1969","1687"
"1970","1729"
"1971","1768"
"1972","1686"
"1973","1638"
"1974","1653"
"1975","1670"
"1976","1668"
"1977","1610"
"1978","1704"
"1979","1732"
"1980","1714"
"1981","1677"
"1982","1658"
"1983","1687"
"1984","3049"
"1985","1681"
"1986","1701"
"1987","1612"
"1988","1687"
"1989","1662"
"1990","1864"
"1991","1711"
"1992","1748"
"1993","1683"
"1994","1655"
"1995","1690"
"1996","1679"
"1997","1686"
"1998","1660"
"1999","1673"
"2000","1927"
"2001","1656"
"2002","1638"
"2003","1714"
"2004","1645"
"2005","1683"
"2006","1742"
"2007","1693"
"2008","1691"
"2009","1702"
"2010","1824"
"2011","1649"
"2012","1668"
"2013","1694"
"2014","1636"
"2015","1704"
"2016","2280"
"2017","1786"
"2018","1699"
"2019","1737"
"2020","1684"
"2021","1650"
"2022","1619"
"2023","1661"
"2024","1664"
"2025","1710"
"2026","1681"
"2027","1650"
"2028","1658"
"2029","1664"
"2030","1684"
"2031","1734"
"2032","1834"
"2033","1733"
"2034","1724"
"2035","1683"
"2036","1692"
"2037","1689"
"2038","1675"
"2039","1663"
"2040","1717"
"2041","1642"
"2042","1742"
"2043","1660"
"2044","1717"
"2045","1771"
"2046","1702"
"2047","1701"
"2048","7927"
"2049","1645"
"2050","1704"
"2051","1855"
"2052","1753"
"2053","1653"
"2054","1658"
"2055","1665"
"2056","1701"
"2057","1647"
"2058","1702"
"2059","1651"
"2060","1712"
"2061","1649"
"2062","1673"
"2063","1657"
"2064","1844"
"2065","1675"
"2066","1646"
"2067","1600"
"2068","1668"
"2069","1697"
"2070","1744"
"2071","1769"
"2072","1689"
"2073","1685"
"2074","1668"
"2075","1650"
"2076","1573"
"2077","1658"
"2078","1664"
"2079","1697"
"2080","2265"
"2081","1669"
"2082","1615"
"2083","1670"
"2084","1633"
"2085","1684"
"2086","1656"
"2087","1718"
"2088","1708"
"2089","1617"
"2090","1624"
"2091","1628"
"2092","1708"
"2093","1628"
"2094","1636"
"2095","1672"
"2096","1826"
"2097","1645"
"2098","1697"
"2099","1688"
"2100","1694"
"2101","1633"
"2102","1670"
"2103","1695"
"2104","1680"
"2105","1713"
"2106","1694"
"2107","1664"
"2108","1701"
"2109","1687"
"2110","1675"
"2111","1665"
"2112","3061"
"2113","1628"
"2114","1676"
"2115","1670"
"2116","1703"
"2117","1645"
"2118","1695"
"2119","1698"
"2120","1717"
"2121","1654"
"2122","1674"
"2123","1638"
"2124","1597"
"2125","1717"
"2126","1636"
"2127","1694"
"2128","1842"
"2129","1701"
"2130","1609"
"2131","1718"
"2132","1657"
"2133","1686"
"2134","1695"
"2135","1570"
"2136","1685"
"2137","1632"
"2138","1629"
"2139","1656"
"2140","1697"
"2141","1713"
"2142","1659"
"2143","1703"
"2144","2350"
"2145","1669"
"2146","1645"
"2147","1656"
"2148","1636"
"2149","1699"
"2150","1642"
"2151","1632"
"2152","1691"
"2153","1683"
"2154","1739"
"2155","1776"
"2156","1722"
"2157","1657"
"2158","1663"
"2159","1669"
"2160","1835"
"2161","1660"
"2162","1657"
"2163","1649"
"2164","1677"
"2165","1668"
"2166","1697"
"2167","1684"
"2168","1654"
"2169","1723"
"2170","1633"
"2171","1647"
"2172","1702"
"2173","1637"
"2174","1667"
"2175","1633"
"2176","3772"
"2177","1568"
"2178","1706"
"2179","1575"
"2180","1686"
"2181","1686"
"2182","1662"
"2183","1696"
"2184","1691"
"2185","1689"
"2186","1665"
"2187","1661"
"2188","1691"
"2189","1865"
"2190","1683"
"2191","1686"
"2192","1932"
"2193","1645"
"2194","1713"
"2195","1721"
"2196","1657"
"2197","1718"
"2198","1718"
"2199","1736"
"2200","1707"
"2201","1623"
"2202","1770"
"2203","1784"
"2204","1608"
"2205","1639"
"2206","1712"
"2207","1652"
"2208","2267"
"2209","1659"
"2210","1613"
"2211","1706"
"2212","1625"
"2213","1597"
"2214","1692"
"2215","1659"
"2216","1657"
"2217","1705"
"2218","1682"
"2219","1690"
"2220","1719"
"2221","1837"
"2222","2056"
"2223","1916"
"2224","2010"
"2225","1725"
"2226","1692"
"2227","1680"
"2228","1638"
"2229","1680"
"2230","1701"
"2231","1606"
"2232","1657"
"2233","1679"
"2234","1657"
"2235","1651"
"2236","1668"
"2237","1693"
"2238","1643"
"2239","1677"
"2240","3042"
"2241","1708"
"2242","1690"
"2243","1655"
"2244","1619"
"2245","1682"
"2246","1677"
"2247","1630"
"2248","1712"
"2249","1715"
"2250","1622"
"2251","1662"
"2252","1673"
"2253","1681"
"2254","1739"
"2255","1644"
"2256","1811"
"2257","1634"
"2258","1646"
"2259","1684"
"2260","1697"
"2261","1657"
"2262","1672"
"2263","1716"
"2264","1741"
"2265","1692"
"2266","1584"
"2267","1691"
"2268","1618"
"2269","1604"
"2270","1689"
"2271","1635"
"2272","2238"
"2273","1670"
"2274","1634"
"2275","1660"
"2276","1659"
"2277","1647"
"2278","1724"
"2279","1671"
"2280","1725"
"2281","1705"
"2282","1679"
"2283","1634"
"2284","1593"
"2285","1659"
"2286","1702"
"2287","1607"
"2288","1868"
"2289","1660"
"2290","1681"
"2291","1658"
"2292","1621"
"2293","1644"
"2294","1645"
"2295","1694"
"2296","1695"
"2297","1651"
"2298","1650"
"2299","1672"
"2300","1664"
"2301","1690"
"2302","1663"
"2303","1757"
"2304","5570"
"2305","1665"
"2306","1631"
"2307","1686"
"2308","1683"
"2309","1640"
"2310","1687"
"2311","1646"
"2312","1681"
"2313","1655"
"2314","1594"
"2315","1653"
"2316","1735"
"2317","1638"
"2318","1694"
"2319","1641"
"2320","1888"
"2321","1694"
"2322","1676"
"2323","1692"
"2324","1785"
"2325","1640"
"2326","1696"
"2327","1666"
"2328","1694"
"2329","1681"
"2330","1629"
"2331","1652"
"2332","1662"
"2333","1655"
"2334","1632"
"2335","1673"
"2336","2283"
"2337","1662"
"2338","1722"
"2339","1699"
"2340","1718"
"2341","1710"
"2342","1771"
"2343","1628"
"2344","1690"
"2345","1724"
"2346","1621"
"2347","1757"
"2348","1636"
"2349","1699"
"2350","1647"
"2351","1612"
"2352","1879"
"2353","1744"
"2354","1658"
"2355","1658"
"2356","1631"
"2357","1675"
"2358","1734"
"2359","1647"
"2360","1648"
"2361","1673"
"2362","1648"
"2363","1668"
"2364","1686"
"2365","1772"
"2366","1687"
"2367","1646"
"2368","2983"
"2369","1652"
"2370","1654"
"2371","1722"
"2372","1648"
"2373","1716"
"2374","1659"
"2375","1695"
"2376","1732"
"2377","1626"
"2378","1683"
"2379","1662"
"2380","1632"
"2381","1659"
"2382","1614"
"2383","1707"
"2384","1895"
"2385","1684"
"2386","1649"
"2387","1660"
"2388","1909"
"2389","1615"
"2390","1683"
"2391","1679"
"2392","1642"
"2393","1637"
"2394","1660"
"2395","1650"
"2396","1651"
"2397","1647"
"2398","1652"
"2399","1685"
"2400","2240"
"2401","1659"
"2402","1655"
"2403","1751"
"2404","1688"
"2405","1646"
"2406","1671"
"2407","1687"
"2408","1691"
"2409","1686"
"2410","1666"
"2411","1623"
"2412","1729"
"2413","1625"
"2414","1604"
"2415","1679"
"2416","1881"
"2417","1719"
"2418","1673"
"2419","1673"
"2420","1702"
"2421","1636"
"2422","1723"
"2423","1679"
"2424","1788"
"2425","1700"
"2426","1728"
"2427","1632"
"2428","1734"
"2429","1652"
"2430","1625"
"2431","1695"
"2432","3887"
"2433","1643"
"2434","1678"
"2435","1649"
"2436","1663"
"2437","1622"
"2438","1694"
"2439","1676"
"2440","1652"
"2441","1653"
"2442","1659"
"2443","1669"
"2444","1653"
"2445","1742"
"2446","1651"
"2447","1630"
"2448","1844"
"2449","1714"
"2450","1630"
"2451","1710"
"2452","1678"
"2453","1733"
"2454","1661"
"2455","1679"
"2456","1732"
"2457","1715"
"2458","1586"
"2459","1594"
"2460","1671"
"2461","1679"
"2462","1713"
"2463","1704"
"2464","2341"
"2465","1705"
"2466","1678"
"2467","1691"
"2468","1704"
"2469","1697"
"2470","1728"
"2471","1605"
"2472","1646"
"2473","1743"
"2474","1666"
"2475","1701"
"2476","1664"
"2477","1730"
"2478","1628"
"2479","1755"
"2480","1821"
"2481","1718"
"2482","1699"
"2483","1691"
"2484","1693"
"2485","1690"
"2486","1737"
"2487","1665"
"2488","1715"
"2489","1696"
"2490","1717"
"2491","1730"
"2492","1714"
"2493","1620"
"2494","1609"
"2495","1698"
"2496","2978"
"2497","1640"
"2498","1639"
"2499","1708"
"2500","1758"
"2501","1701"
"2502","1743"
"2503","1696"
"2504","1701"
"2505","1702"
"2506","1657"
"2507","1726"
"2508","1581"
"2509","1694"
"2510","1647"
"2511","1616"
"2512","1913"
"2513","1642"
"2514","1667"
"2515","1662"
"2516","1650"
"2517","1739"
"2518","1684"
"2519","1683"
"2520","1714"
"2521","1702"
"2522","1622"
"2523","1636"
"2524","1693"
"2525","1636"
"2526","1602"
"2527","1677"
"2528","2279"
"2529","1707"
"2530","1647"
"2531","1685"
"2532","1651"
"2533","1675"
"2534","1662"
"2535","1677"
"2536","1740"
"2537","1711"
"2538","1664"
"2539","1677"
"2540","1651"
"2541","1642"
"2542","1627"
"2543","1671"
"2544","1896"
"2545","1742"
"2546","1752"
"2547","1703"
"2548","1611"
"2549","1697"
"2550","1710"
"2551","1633"
"2552","1683"
"2553","1715"
"2554","1625"
"2555","1721"
"2556","1610"
"2557","1649"
"2558","1676"
"2559","1666"
"2560","5605"
"2561","1588"
"2562","1686"
"2563","1709"
"2564","1643"
"2565","1655"
"2566","1705"
"2567","1637"
"2568","1714"
"2569","1685"
"2570","1665"
"2571","1681"
"2572","1647"
"2573","1698"
"2574","1708"
"2575","1673"
"2576","1803"
"2577","1690"
"2578","1640"
"2579","1631"
"2580","1593"
"2581","1644"
"2582","1692"
"2583","1671"
"2584","1652"
"2585","1707"
"2586","1687"
"2587","1909"
"2588","1733"
"2589","1731"
"2590","1656"
"2591","1674"
"2592","2210"
"2593","1671"
"2594","1687"
"2595","1651"
"2596","1645"
"2597","1618"
"2598","1633"
"2599","1599"
"2600","1708"
"2601","1680"
"2602","1648"
"2603","1712"
"2604","1707"
"2605","1693"
"2606","1637"
"2607","1649"
"2608","1892"
"2609","1709"
"2610","1714"
"2611","1732"
"2612","1721"
"2613","1685"
"2614","1638"
"2615","1680"
"2616","1691"
"2617","1669"
"2618","1688"
"2619","1757"
"2620","1643"
"2621","1741"
"2622","1619"
"2623","1719"
"2624","3020"
"2625","1658"
"2626","1695"
"2627","1685"
"2628","1694"
"2629","1645"
"2630","1715"
"2631","1623"
"2632","1667"
"2633","1668"
"2634","1618"
"2635","1648"
"2636","1675"
"2637","1695"
"2638","1680"
"2639","1649"
"2640","1817"
"2641","1648"
"2642","1690"
"2643","1669"
"2644","1604"
"2645","1693"
"2646","1682"
"2647","1669"
"2648","1709"
"2649","1714"
"2650","1708"
"2651","1706"
"2652","1666"
"2653","1648"
"2654","1692"
"2655","1675"
"2656","2257"
"2657","1712"
"2658","1627"
"2659","1648"
"2660","1664"
"2661","1633"
"2662","1641"
"2663","1679"
"2664","1795"
"2665","1897"
"2666","2030"
"2667","2053"
"2668","1823"
"2669","1773"
"2670","1717"
"2671","1716"
"2672","1805"
"2673","1676"
"2674","1706"
"2675","1595"
"2676","1712"
"2677","1686"
"2678","1769"
"2679","1632"
"2680","1728"
"2681","1596"
"2682","1631"
"2683","1674"
"2684","1695"
"2685","1610"
"2686","1655"
"2687","1656"
"2688","3822"
"2689","1658"
"2690","1712"
"2691","1647"
"2692","1632"
"2693","1720"
"2694","1767"
"2695","1671"
"2696","1719"
"2697","1660"
"2698","1648"
"2699","1722"
"2700","1693"
"2701","1691"
"2702","1656"
"2703","1687"
"2704","1861"
"2705","1666"
"2706","1682"
"2707","1672"
"2708","1635"
"2709","1627"
"2710","1670"
"2711","1623"
"2712","1715"
"2713","1678"
"2714","1638"
"2715","1662"
"2716","1655"
"2717","1609"
"2718","1672"
"2719","1630"
"2720","2328"
"2721","1668"
"2722","1670"
"2723","1658"
"2724","1669"
"2725","1684"
"2726","1704"
"2727","1663"
"2728","1739"
"2729","1659"
"2730","1631"
"2731","1680"
"2732","1691"
"2733","1684"
"2734","1709"
"2735","1721"
"2736","1866"
"2737","1689"
"2738","1700"
"2739","1669"
"2740","1636"
"2741","1717"
"2742","1699"
"2743","1663"
"2744","1659"
"2745","1714"
"2746","1734"
"2747","1756"
"2748","1654"
"2749","1765"
"2750","1677"
"2751","1657"
"2752","3057"
"2753","1698"
"2754","1650"
"2755","1650"
"2756","1659"
"2757","1646"
"2758","1676"
"2759","1663"
"2760","1704"
"2761","1677"
"2762","1664"
"2763","1684"
"2764","1700"
"2765","1676"
"2766","1640"
"2767","1613"
"2768","1877"
"2769","1644"
"2770","1633"
"2771","1613"
"2772","1688"
"2773","1624"
"2774","1662"
"2775","1691"
"2776","1739"
"2777","1689"
"2778","1699"
"2779","1670"
"2780","1720"
"2781","1718"
"2782","1658"
"2783","1755"
"2784","2262"
"2785","1699"
"2786","1850"
"2787","1642"
"2788","1647"
"2789","1687"
"2790","1656"
"2791","1664"
"2792","1645"
"2793","1730"
"2794","1662"
"2795","1678"
"2796","1622"
"2797","1686"
"2798","1654"
"2799","1695"
"2800","1926"
"2801","1755"
"2802","1637"
"2803","1673"
"2804","1677"
"2805","1697"
"2806","1633"
"2807","1675"
"2808","1694"
"2809","1703"
"2810","1658"
"2811","1673"
"2812","1638"
"2813","1683"
"2814","1669"
"2815","1664"
"2816","5566"
"2817","1671"
"2818","1620"
"2819","1764"
"2820","1679"
"2821","1631"
"2822","1704"
"2823","1678"
"2824","1707"
"2825","1649"
"2826","1588"
"2827","1659"
"2828","1700"
"2829","1624"
"2830","1659"
"2831","1657"
"2832","1841"
"2833","1655"
"2834","1698"
"2835","1641"
"2836","1671"
"2837","1670"
"2838","1691"
"2839","1632"
"2840","1685"
"2841","1742"
"2842","1690"
"2843","1642"
"2844","1689"
"2845","1703"
"2846","1679"
"2847","1729"
"2848","2264"
"2849","1681"
"2850","1687"
"2851","1692"
"2852","1670"
"2853","1598"
"2854","1728"
"2855","1697"
"2856","1723"
"2857","1864"
"2858","1756"
"2859","1618"
"2860","1711"
"2861","1654"
"2862","1618"
"2863","1684"
"2864","1913"
"2865","1697"
"2866","1672"
"2867","1638"
"2868","1664"
"2869","1656"
"2870","1620"
"2871","1717"
"2872","1719"
"2873","1655"
"2874","1707"
"2875","1674"
"2876","1707"
"2877","1670"
"2878","1646"
"2879","1658"
"2880","3042"
"2881","1718"
"2882","1694"
"2883","1669"
"2884","1605"
"2885","1694"
"2886","1632"
"2887","1640"
"2888","1675"
"2889","1639"
"2890","1634"
"2891","1657"
"2892","1640"
"2893","1692"
"2894","1638"
"2895","1690"
"2896","1827"
"2897","1655"
"2898","1681"
"2899","1739"
"2900","1742"
"2901","1645"
"2902","1675"
"2903","1716"
"2904","1713"
"2905","1625"
"2906","1716"
"2907","1634"
"2908","1722"
"2909","1677"
"2910","1665"
"2911","1655"
"2912","2203"
"2913","1682"
"2914","1645"
"2915","1640"
"2916","1617"
"2917","1690"
"2918","1671"
"2919","1627"
"2920","1731"
"2921","1618"
"2922","1698"
"2923","1634"
"2924","1693"
"2925","1649"
"2926","1671"
"2927","1599"
"2928","1901"
"2929","1649"
"2930","1695"
"2931","1676"
"2932","1662"
"2933","1664"
"2934","1720"
"2935","1693"
"2936","1665"
"2937","1724"
"2938","1667"
"2939","1650"
"2940","1615"
"2941","1717"
"2942","1673"
"2943","1654"
"2944","3858"
"2945","1667"
"2946","1645"
"2947","1668"
"2948","1774"
"2949","1643"
"2950","1666"
"2951","1647"
"2952","1658"
"2953","1610"
"2954","1766"
"2955","1696"
"2956","1681"
"2957","1731"
"2958","1695"
"2959","1768"
"2960","1839"
"2961","1702"
"2962","1807"
"2963","1870"
"2964","1769"
"2965","1736"
"2966","1677"
"2967","1640"
"2968","1696"
"2969","1737"
"2970","1696"
"2971","1659"
"2972","1690"
"2973","1617"
"2974","1610"
"2975","1670"
"2976","2264"
"2977","1674"
"2978","1676"
"2979","1649"
"2980","1662"
"2981","1652"
"2982","1679"
"2983","1675"
"2984","1729"
"2985","1858"
"2986","1706"
"2987","1680"
"2988","1623"
"2989","1684"
"2990","1699"
"2991","1680"
"2992","1799"
"2993","1692"
"2994","1699"
"2995","1652"
"2996","1682"
"2997","1641"
"2998","1681"
"2999","1653"
"3000","1660"
"3001","1629"
"3002","1627"
"3003","1687"
"3004","1698"
"3005","1620"
"3006","1688"
"3007","1716"
"3008","3034"
"3009","1668"
"3010","1594"
"3011","1598"
"3012","1655"
"3013","1660"
"3014","1644"
"3015","1747"
"3016","1686"
"3017","1664"
"3018","1663"
"3019","1649"
"3020","1723"
"3021","1727"
"3022","1657"
"3023","1698"
"3024","1910"
"3025","1673"
"3026","1673"
"3027","1717"
"3028","1652"
"3029","1699"
"3030","1659"
"3031","1641"
"3032","1680"
"3033","1671"
"3034","1702"
"3035","1717"
"3036","1666"
"3037","1647"
"3038","1650"
"3039","1705"
"3040","2252"
"3041","1677"
"3042","1640"
"3043","1604"
"3044","1723"
"3045","1679"
"3046","1736"
"3047","1634"
"3048","1708"
"3049","1653"
"3050","1684"
"3051","1637"
"3052","1631"
"3053","1684"
"3054","1636"
"3055","1678"
"3056","1861"
"3057","1648"
"3058","1714"
"3059","1685"
"3060","1667"
"3061","1717"
"3062","1665"
"3063","1669"
"3064","1665"
"3065","1652"
"3066","1711"
"3067","1626"
"3068","1618"
"3069","1666"
"3070","1615"
"3071","1757"
"3072","7069"
"3073","1673"
"3074","1690"
"3075","1650"
"3076","1739"
"3077","1741"
"3078","1697"
"3079","1661"
"3080","1710"
"3081","1679"
"3082","1688"
"3083","1654"
"3084","1766"
"3085","1726"
"3086","1644"
"3087","1691"
"3088","1848"
"3089","1688"
"3090","1662"
"3091","1667"
"3092","1709"
"3093","1684"
"3094","1633"
"3095","1678"
"3096","1656"
"3097","1708"
"3098","1711"
"3099","1655"
"3100","1728"
"3101","1649"
"3102","1697"
"3103","1662"
"3104","2275"
"3105","1675"
"3106","1593"
"3107","1662"
"3108","1714"
"3109","1619"
"3110","1618"
"3111","1694"
"3112","1718"
"3113","1713"
"3114","1631"
"3115","1686"
"3116","1641"
"3117","1693"
"3118","1699"
"3119","1669"
"3120","1890"
"3121","1684"
"3122","1631"
"3123","1688"
"3124","1660"
"3125","1637"
"3126","1708"
"3127","1679"
"3128","1729"
"3129","1752"
"3130","1683"
"3131","1632"
"3132","1662"
"3133","1714"
"3134","1621"
"3135","1650"
"3136","3018"
"3137","1764"
"3138","1697"
"3139","1675"
"3140","1655"
"3141","1617"
"3142","1739"
"3143","1668"
"3144","1597"
"3145","1685"
"3146","1628"
"3147","1663"
"3148","1644"
"3149","1702"
"3150","1670"
"3151","1616"
"3152","1874"
"3153","1690"
"3154","1707"
"3155","1695"
"3156","1695"
"3157","1666"
"3158","1645"
"3159","1660"
"3160","1688"
"3161","1701"
"3162","1681"
"3163","1653"
"3164","1668"
"3165","1633"
"3166","1639"
"3167","1642"
"3168","2295"
"3169","1715"
"3170","1664"
"3171","1702"
"3172","1662"
"3173","1714"
"3174","1702"
"3175","1676"
"3176","1738"
"3177","1620"
"3178","1712"
"3179","1696"
"3180","1641"
"3181","1762"
"3182","1705"
"3183","1722"
"3184","2085"
"3185","1685"
"3186","1654"
"3187","1690"
"3188","1704"
"3189","1606"
"3190","1707"
"3191","1659"
"3192","1699"
"3193","1683"
"3194","1650"
"3195","1565"
"3196","1663"
"3197","1684"
"3198","1606"
"3199","1685"
"3200","3817"
"3201","1615"
"3202","1680"
"3203","1705"
"3204","1674"
"3205","1646"
"3206","1678"
"3207","1654"
"3208","1696"
"3209","1651"
"3210","1651"
"3211","1616"
"3212","1640"
"3213","1665"
"3214","1656"
"3215","1643"
"3216","1966"
"3217","1636"
"3218","1610"
"3219","1671"
"3220","1766"
"3221","1685"
"3222","1665"
"3223","1623"
"3224","1695"
"3225","1623"
"3226","1702"
"3227","1697"
"3228","1659"
"3229","1618"
"3230","1650"
"3231","1737"
"3232","2271"
"3233","1763"
"3234","1665"
"3235","1693"
"3236","1717"
"3237","1586"
"3238","1681"
"3239","1648"
"3240","1685"
"3241","1596"
"3242","1667"
"3243","1729"
"3244","1706"
"3245","1634"
"3246","1638"
"3247","1648"
"3248","1829"
"3249","1631"
"3250","1718"
"3251","1718"
"3252","1680"
"3253","1716"
"3254","1656"
"3255","1643"
"3256","1672"
"3257","1739"
"3258","1611"
"3259","1662"
"3260","1566"
"3261","1649"
"3262","1669"
"3263","1654"
"3264","2991"
"3265","1705"
"3266","1679"
"3267","1702"
"3268","1712"
"3269","1729"
"3270","1682"
"3271","1656"
"3272","1719"
"3273","1645"
"3274","1686"
"3275","1731"
"3276","1669"
"3277","1674"
"3278","1675"
"3279","1686"
"3280","1878"
"3281","1653"
"3282","1623"
"3283","1801"
"3284","1671"
"3285","1741"
"3286","1735"
"3287","1647"
"3288","1597"
"3289","1707"
"3290","1664"
"3291","1621"
"3292","1638"
"3293","1667"
"3294","1667"
"3295","1666"
"3296","2237"
"3297","1649"
"3298","1672"
"3299","1717"
"3300","1664"
"3301","1651"
"3302","1635"
"3303","1672"
"3304","1623"
"3305","1712"
"3306","1738"
"3307","1619"
"3308","1655"
"3309","1693"
"3310","1663"
"3311","1679"
"3312","1840"
"3313","1658"
"3314","1686"
"3315","1658"
"3316","1653"
"3317","1658"
"3318","1617"
"3319","1672"
"3320","1642"
"3321","1683"
"3322","1652"
"3323","1629"
"3324","1698"
"3325","1651"
"3326","1621"
"3327","1667"
"3328","5618"
"3329","1679"
"3330","1790"
"3331","1845"
"3332","1907"
"3333","2310"
"3334","2197"
"3335","2025"
"3336","1856"
"3337","1767"
"3338","1731"
"3339","1724"
"3340","1650"
"3341","1667"
"3342","1657"
"3343","1691"
"3344","1874"
"3345","1678"
"3346","1717"
"3347","1662"
"3348","1700"
"3349","1683"
"3350","1766"
"3351","1663"
"3352","1720"
"3353","1635"
"3354","1759"
"3355","1659"
"3356","1675"
"3357","1687"
"3358","1688"
"3359","1667"
"3360","2266"
"3361","1719"
"3362","1671"
"3363","1685"
"3364","1629"
"3365","1715"
"3366","1675"
"3367","1715"
"3368","1625"
"3369","1645"
"3370","1646"
"3371","1649"
"3372","1734"
"3373","1682"
"3374","1640"
"3375","1692"
"3376","1820"
"3377","1680"
"3378","1676"
"3379","1649"
"3380","1747"
"3381","1728"
"3382","1668"
"3383","1937"
"3384","1681"
"3385","1706"
"3386","1663"
"3387","1674"
"3388","1659"
"3389","1658"
"3390","1681"
"3391","1742"
"3392","3037"
"3393","1704"
"3394","1629"
"3395","1614"
"3396","1719"
"3397","1645"
"3398","1682"
"3399","1661"
"3400","1665"
"3401","1729"
"3402","1657"
"3403","1660"
"3404","1671"
"3405","1689"
"3406","1657"
"3407","1650"
"3408","1878"
"3409","1639"
"3410","1675"
"3411","1638"
"3412","1660"
"3413","1658"
"3414","1701"
"3415","1707"
"3416","1657"
"3417","1711"
"3418","1674"
"3419","1627"
"3420","1699"
"3421","1596"
"3422","1667"
"3423","1685"
"3424","2264"
"3425","1681"
"3426","1633"
"3427","1635"
"3428","1631"
"3429","1673"
"3430","1696"
"3431","1618"
"3432","1710"
"3433","1746"
"3434","1661"
"3435","1630"
"3436","1652"
"3437","1684"
"3438","1708"
"3439","1667"
"3440","1872"
"3441","1607"
"3442","1743"
"3443","1706"
"3444","1667"
"3445","1702"
"3446","1631"
"3447","1727"
"3448","1651"
"3449","1737"
"3450","1647"
"3451","1662"
"3452","1560"
"3453","1676"
"3454","1723"
"3455","1675"
"3456","3819"
"3457","1668"
"3458","1623"
"3459","1648"
"3460","1661"
"3461","1658"
"3462","1695"
"3463","1666"
"3464","1669"
"3465","1662"
"3466","1663"
"3467","1639"
"3468","1596"
"3469","1611"
"3470","1616"
"3471","1690"
"3472","1809"
"3473","1670"
"3474","1650"
"3475","1665"
"3476","1670"
"3477","1655"
"3478","1671"
"3479","1637"
"3480","1685"
"3481","1639"
"3482","1654"
"3483","1758"
"3484","1773"
"3485","1615"
"3486","1671"
"3487","1697"
"3488","2328"
"3489","1657"
"3490","1652"
"3491","1647"
"3492","1594"
"3493","1679"
"3494","1714"
"3495","1740"
"3496","1675"
"3497","1651"
"3498","1633"
"3499","1628"
"3500","1659"
"3501","1706"
"3502","1750"
"3503","1763"
"3504","1916"
"3505","1733"
"3506","1631"
"3507","1605"
"3508","1734"
"3509","1736"
"3510","1635"
"3511","1666"
"3512","1668"
"3513","1682"
"3514","1680"
"3515","1649"
"3516","1682"
"3517","1725"
"3518","1653"
"3519","1663"
"3520","3000"
"3521","1682"
"3522","1637"
"3523","1683"
"3524","1632"
"3525","1737"
"3526","1626"
"3527","1698"
"3528","1666"
"3529","1634"
"3530","1631"
"3531","1582"
"3532","1649"
"3533","1703"
"3534","1719"
"3535","1640"
"3536","1913"
"3537","1712"
"3538","1735"
"3539","1746"
"3540","1670"
"3541","1674"
"3542","1640"
"3543","1683"
"3544","1639"
"3545","1610"
"3546","1698"
"3547","1648"
"3548","1700"
"3549","1613"
"3550","1665"
"3551","1755"
"3552","2351"
"3553","1682"
"3554","1701"
"3555","1731"
"3556","1693"
"3557","1630"
"3558","1676"
"3559","1650"
"3560","1724"
"3561","1676"
"3562","1589"
"3563","1684"
"3564","1703"
"3565","1661"
"3566","1728"
"3567","1698"
"3568","1910"
"3569","1644"
"3570","1608"
"3571","1685"
"3572","1668"
"3573","1699"
"3574","1702"
"3575","1641"
"3576","1666"
"3577","1653"
"3578","1670"
"3579","1630"
"3580","1589"
"3581","1730"
"3582","1859"
"3583","1713"
"3584","5651"
"3585","1646"
"3586","1669"
"3587","1770"
"3588","1628"
"3589","1680"
"3590","1701"
"3591","1673"
"3592","1675"
"3593","1662"
"3594","1736"
"3595","1638"
"3596","1652"
"3597","1726"
"3598","1701"
"3599","1659"
"3600","1867"
"3601","1695"
"3602","1696"
"3603","1650"
"3604","1695"
"3605","1672"
"3606","1651"
"3607","1697"
"3608","1666"
"3609","1654"
"3610","1668"
"3611","1649"
"3612","1698"
"3613","1725"
"3614","1698"
"3615","1727"
"3616","2294"
